user_id,recommended_items
1689445,1053452 2778525 1244196 1386412 657183
1690222,2719617 139004 771416 1516336 841721
1690320,788342 1439913 2419090 2456593 567560
1690390,882543 636889 1615362 1413540 775484
1690945,636889 381044 2588490 1978534 1134495
1691001,2719617 771416 440569 1516336 841721
1691676,1053452 2778525 1244196 1386412 657183
1691826,882543 984114 2719617 771416 2713312
1692054,1474679 867442 1479541 399598 851798
1692150,882543 2719617 139004 2044303 2774733
1692263,734196 648857 2669570 1730667 1116248
1692426,1018726 1575243 2348591 2779857 2272378
1692661,1053452 2778525 1244196 1386412 657183
1693325,109925 2207091 440569 2121162 1865850
1693483,543296 1983757 2641962 869264 980935
1693749,882543 1016436 1775761 1382937 660035
1693871,2422536 307099 240846 1453007 1423751
1693877,1053452 2778525 1244196 1386412 657183
1693893,984114 2719617 771416 782713 548859
1693899,1053452 2778525 1244196 1386412 657183
1694478,1053452 2778525 1244196 1386412 657183
1694817,801479 2366932 1213969 2071234 1461004
1694919,1053452 2778525 1244196 1386412 657183
1695089,882543 1016436 139004 190606 2716452
1695129,882543 952102 134624 1615362 548859
1695212,882543 1269685 2759350 139004 273279
1695258,2044303 1749097 782713 238571 2713312
1695621,2719617 2752423 1321367 1439913 1516336
1696233,2306574 275929 712209 397974 255085
1696423,1053452 2778525 1244196 1386412 657183
1696806,2719617 771416 1116248 1516336 841721
1697052,1088987 2406712 144119 1516336 370820
1697186,801479 1218780 1461004 2071234 757374
1697686,183442 494133 562726 2631964 2791778
1697957,2719617 139004 988140 238571 1516336
1698169,882543 1843411 2246580 956110 2439554
1698912,1624781 139004 2018868 1749097 782713
1699178,882543 2719617 139004 134624 2592829
1699237,2719617 988140 238571 1516336 370820
1699702,636889 1615362 1976901 2420756 2655876
1699793,1196981 1474679 2828750 1516336 2353116
1700582,139004 275929 397974 255085 1413540
1700735,1053452 2778525 1244196 1386412 657183
1701125,1155556 1088987 2406712 144119 1808443
1701229,139004 275929 712209 397974 255085
1701412,960988 2320399 2538956 2727626 2420756
1701489,882543 1189146 2253107 827566 2086015
1701983,2650926 1850794 2353541 1584071 1737971
1702141,1836572 2258544 1974596 1601704 2641820
1702377,882543 2645314 178239 594119 538944
1703214,139004 2774733 275929 397974 1413540
1703300,1801603 610011 99474 1838859 700258
1703453,139004 478799 2774733 1413540 2518350
1703480,2721169 139004 569568 1355739 1044973
1703544,712209 275929 255085 397974 306724
1703719,1085942 934469 1245440 2058803 378172
1703734,882543 389334 368471 452698 2771189
1703742,1189146 2253107 243252 440569 1615362
1704346,1053452 2778525 1244196 1386412 657183
1704857,882543 1016436 139004 2752423 1521930
1704945,1619659 161269 1203065 894515 2407273
1705148,2638669 786684 979758 970015 216948
1705488,2044303 782713 2192333 2713312 548859
1706660,882543 139004 1760592 2076321 2439554
1706768,2239755 1533560 467643 2616493 2468295
1706896,952102 1749097 2592829 238571 134624
1707186,2713312 134624 2592829 548859 306724
1707589,2232446 11263 1614907 1829929 2615456
1707775,882543 2043929 615688 397887 2280352
1708120,1053452 2778525 1244196 1386412 657183
1708387,139004 275929 712209 255085 397974
1709299,2312162 506115 2567173 2320399 566081
1709737,229304 997790 2304657 2284421 1615362
1709793,139004 1014523 1413540 479595 306724
1709866,1386412 570668 674072 650422 290298
1710174,882543 139004 771416 1413540 841721
1710184,882543 139004 2774733 440569 1413540
1710397,882543 2774733 712209 397974 1413540
1711222,771416 1516336 841721 370820 306724
1711231,2698468 636889 1041709 2476293 2309062
1711709,882543 139004 2617471 1413540 1893587
1711883,882543 2716452 1615362 1976901 2655876
1712088,1755502 109031 2366932 370820 306724
1712119,882543 1189146 2253107 2666755 789747
1712404,2778662 1659407 1294351 162451 1065475
1712641,882543 1624781 952102 984114 988140
1712955,1088987 2406712 2334188 144119 64039
1713025,2719617 2162032 2347351 2059218 1725193
1713413,2526320 1724738 2417933 1150284 2689330
1713788,960646 2778201 102981 2367494 2828750
1715071,515031 2157347 2726711 847094 1641398
1715094,1053452 2778525 1244196 1386412 657183
1715352,2127017 2109684 381226 1758141 2631317
1715674,2719617 139004 771416 2752423 440569
1715887,882543 2719617 139004 771416 2752423
1716438,882543 2719617 139004 1413540 306724
1716540,882543 636889 139004 1615362 1413540
1717379,2545040 9054 1216431 881153 1772767
1717535,1671267 1819277 21333 1704842 302727
1718037,744945 1225403 688689 21504 2830138
1718093,882543 2759350 2719617 139004 1864789
1718910,1016436 1382937 1864789 1141074 340121
1719196,1016436 1775761 1382937 181004 565141
1719360,59721 178239 83465 1485223 1238916
1720067,2567173 1724745 2538956 566081 447657
1720141,1749097 98202 1201014 698123 306724
1720174,940554 771416 1294034 841721 81412
1720429,1194436 389334 2645314 306724 2659160
1720965,1053452 2778525 1244196 1386412 657183
1721029,882543 139004 1321367 1413540 2270687
1721422,830073 2719617 1749097 243570 2146119
1721426,656507 139004 2230175 215250 2470865
1721454,275929 712209 397974 255085 440569
1721622,78338 1947313 666568 1529488 26304
1722304,882543 2044303 2592829 1615362 440569
1722318,1624781 782713 2192333 134624 2592829
1722357,389334 2645314 538944 1669272 1785127
1722675,952102 2044303 2592829 238571 548859
1722756,2750191 1829565 1281739 949304 370820
1723192,882543 139004 1516336 306724 2619962
1723286,1053452 2778525 1244196 1386412 657183
1723323,882543 139004 2044303 782713 238571
1723766,2348573 1189146 2253107 1659407 1139663
1724285,882543 139004 255085 397974 1413540
1724357,2018868 870143 83460 2759974 1573395
1724534,2420135 382080 1100288 1353158 1998471
1724624,952102 984114 870143 1671267 2539600
1724720,2719617 1516336 370820 841721 306724
1724868,2759789 2382710 1233396 1641398 862371
1724877,2705759 1861093 370820 306724 306427
1725158,771416 841721 1461004 2071234 306724
1725758,1088987 2406712 2334188 144119 370820
1725974,1053452 2778525 1244196 1386412 657183
1725975,389334 2645314 306724 1785127 2659160
1726337,459760 1203065 1137711 823117 2391382
1726504,1053452 2778525 1244196 1386412 657183
1726545,1053452 2778525 1244196 1386412 657183
1726890,1953846 1086695 134458 870209 2739609
1727008,1053452 2778525 1244196 1386412 657183
1728162,636889 1615362 370820 1976901 2420756
1728621,782713 134624 238571 1952969 306724
1728747,882543 2759350 139004 2774733 1749097
1729597,988140 238571 2713312 2192333 2592829
1729778,568191 2062952 1884305 2340784 2182900
1729870,712209 275929 1779620 255085 397974
1730850,2146119 26304 2118369 1137711 1955065
1731450,882543 2719617 771416 440569 841721
1731495,1624781 952102 984114 782713 2713312
1731824,882543 2719617 139004 2752423 2774733
1731839,2719617 139004 771416 1321367 1516336
1732156,1088987 2406712 2085188 2622613 144119
1732270,771416 1516336 841721 306724 636467
1732328,2348573 882543 1189146 2253107 1615362
1733192,984114 988140 2192333 1952969 306724
1733266,139004 2044303 2592829 1413540 306724
1733722,1189146 1319362 2253107 1836572 1659407
1733825,1206551 614356 1809836 2763004 2502764
1734253,1119926 1884665 1597121 371195 1198635
1734445,984114 2044303 134624 238571 2192333
1734530,190606 1413540 1937957 1027211 2006972
1734690,1155556 2158063 731325 1419600 1074368
1734826,1160822 391954 116585 354473 2524643
1735182,771416 427919 1828811 2556695 841721
1735273,2673008 2615784 92693 2588879 1991526
1735418,2183288 854955 1113937 494929 287676
1735475,1624781 2044303 1952969 306724 614476
1736054,79531 636889 2753566 979758 1982972
1736986,2372201 24587 2617587 530276 765811
1736990,2277810 660656 2507411 478799 1858896
1737011,882543 139004 771416 2774733 1516336
1737046,636889 1189146 2253107 1615362 2768923
1737688,248669 1508978 2168537 2066757 787903
1737851,2143484 2621946 2069813 1218780 306724
1738282,389334 2645314 178239 1669272 1785127
1738565,712209 255085 397974 1516336 306724
1738871,1053452 2778525 1244196 1386412 657183
1739502,2024094 1597482 261735 1602405 1300830
1739721,1124313 1423037 238740 2486053 872151
1739781,2719617 2752423 1516336 2721098 2270687
1739895,1624781 984114 139004 2044303 782713
1740033,2103306 740066 2191475 1625624 135655
1740226,3236 576426 330019 1201831 2098276
1740446,50457 1878823 297118 2031674 2248218
1740572,2721169 569568 1355739 2456017 1044973
1740686,882543 139004 2358688 2752423 2774733
1740995,2752423 275929 712209 255085 1725193
1741289,2705759 2719617 771416 1861093 1516336
1741295,139004 2044303 2192333 2592829 1413540
1741681,1430243 1652584 1443774 2336578 2622157
1741757,2265745 1269812 31053 102006 2125125
1742502,882543 2719617 139004 397974 440569
1742755,984114 139004 988140 1749097 134624
1742974,882543 58071 2358688 2752423 2774733
1743263,1244196 1074013 1079971 2404405 2185179
1743534,882543 2752423 1521930 440569 1596124
1743600,442172 1308032 1115692 2703849 272222
1743641,712209 275929 255085 397974 370820
1743751,1053452 2778525 1244196 1386412 657183
1744096,882543 139004 440569 1413540 306724
1744460,2192333 238571 340121 548859 1339831
1744628,2719617 771416 841721 384970 306724
1745175,1053452 2778525 1244196 1386412 657183
1745229,952102 988140 2044303 782713 134624
1745509,2348573 1624781 782713 1952969 370820
1745729,1624781 984114 782713 2592829 2713312
1745976,952102 984114 782713 2192333 548859
1746214,2774733 253152 2042526 744000 1865850
1746579,1695195 1287323 1843150 470079 744459
1746691,882543 952102 988140 306724 1725193
1747389,882543 139004 397974 1413540 306724
1747542,882543 139004 988140 1413540 306724
1748016,1053452 2778525 1244196 1386412 657183
1749200,1053452 2778525 1244196 1386412 657183
1749912,2257874 190606 675129 2643193 1728410
1749993,1671267 1819277 1413540 21333 302727
1751141,2705759 636889 2249010 1641398 1861093
1751284,178239 1669272 1785127 2659160 2468841
1752070,1672383 2295019 2324713 2309898 1125573
1752295,882543 1624781 952102 139004 2774733
1753249,731325 2578024 2307967 2478900 2508585
1753485,2650926 243252 440569 964178 2832752
1754017,2441881 1477734 1604573 776155 2824370
1754873,1575737 2756711 1115692 1413540 2089810
1754990,882543 440569 731325 2158063 2478900
1755136,1053452 2778525 1244196 1386412 657183
1755319,1671267 1704842 21333 2778442 302727
1755677,636889 1774879 2258544 2778442 1601704
1755799,1053452 2778525 1244196 1386412 657183
1756399,882543 139004 2752423 2828750 1413540
1756461,1321367 261735 930736 1641723 921425
1756960,2719617 771416 1967629 455510 1516336
1757649,1053452 2778525 1244196 1386412 657183
1758044,2348573 1189146 2253107 1978534 370820
1758412,139004 2752423 2774733 1413540 479595
1758511,882543 139004 712209 440569 1413540
1758570,1301316 1638971 2249632 1867559 1937957
1758572,1218572 1071532 747193 1088987 2406712
1758873,952102 988140 782713 2192333 134624
1759663,2275611 2076321 850988 2048862 437610
1759778,882543 2719617 139004 2774733 1749097
1760158,1053452 2778525 1244196 1386412 657183
1760801,882543 139004 771416 2774733 1413540
1760854,882543 505157 1362357 827566 2284421
1761008,1624781 952102 984114 988140 782713
1761170,1053452 2778525 1244196 1386412 657183
1761823,712209 275929 255085 397974 2776360
1761889,1624781 2044303 782713 2592829 2713312
1762563,2143484 1516336 1257913 757374 1100288
1763021,1644970 522016 1198429 306724 740487
1764070,801479 2621946 570383 440569 109031
1764376,2719617 139004 712209 275929 255085
1765024,2358688 354473 956277 479595 2717625
1765062,2719617 275929 712209 255085 397974
1765882,952102 2044303 782713 2592829 306724
1765958,882543 2719617 139004 2716452 440569
1766549,2719617 139004 771416 1516336 841721
1766551,782713 238571 1413540 306724 1725193
1768111,2719617 771416 1516336 841721 306724
1768329,592559 1088987 2406712 392352 144119
1768618,2719617 771416 440569 1516336 841721
1769302,1246024 1660565 289491 479595 2635254
1769459,1983757 2641962 870096 955230 650422
1769923,818486 2686805 2608328 2812130 81964
1770268,882543 1016436 139004 1382937 1749097
1770827,1053452 2778525 1244196 1386412 657183
1771096,984114 988140 2044303 782713 1711686
1771263,275929 712209 255085 397974 1413540
1772153,2719617 771416 2192333 2713312 1516336
1772773,1016436 2719617 1382937 2752423 1321367
1772881,2069813 2071234 272736 1847967 2328018
1773937,1053452 2778525 1244196 1386412 657183
1774900,1053452 2778525 1244196 1386412 657183
1775306,2158063 731325 2268152 1419600 1074368
1775324,882543 1016436 1382937 139004 2716452
1775354,2719617 139004 275929 712209 397974
1775378,2719617 275929 712209 397974 2776360
1775439,139004 771416 190606 1516336 1413540
1775646,1794685 1728166 1513499 2419773 318744
1775964,2719617 988140 771416 1516336 841721
1776420,483395 1079971 196968 2404405 1475167
1776462,882543 1624781 139004 2192333 2713312
1776713,1088987 2406712 144119 1516336 64039
1776754,882543 1016436 2719617 1382937 139004
1776840,1165605 882543 1129899 420416 2392150
1777618,2721169 569568 1355739 807267 480007
1777654,882543 1016436 2719617 1382937 440569
1778273,2108935 487795 1154974 1559886 2094628
1778302,1321367 862371 1516336 2721098 2270687
1778645,2232446 11263 1514516 1614907 1829929
1778665,1624781 952102 2044303 134624 238571
1778699,215982 2827170 1321367 1602405 190606
1778841,925751 2766686 1888822 261467 696554
1779406,1624781 984114 2044303 2774733 2192333
1779893,1053452 2778525 1244196 1386412 657183
1779930,1053452 2778525 1244196 1386412 657183
1779968,2719617 771416 2752423 1516336 841721
1780087,1053452 2778525 1244196 1386412 657183
1780121,1053452 2778525 1244196 1386412 657183
1780207,1053452 2778525 1244196 1386412 657183
1780729,1838816 447873 645747 1027428 1400164
1780746,671237 1750053 2039641 1510306 1517632
1780794,2253107 1978534 370820 2417391 1991526
1781562,139004 712209 275929 255085 397974
1781676,952014 2020029 33540 2309225 912679
1781915,2475133 1053050 991836 2034234 1726296
1781975,1447547 914866 1321367 261735 1602405
1782062,1624781 984114 782713 238571 2713312
1782098,1053452 2778525 1244196 1386412 657183
1782157,882543 139004 712209 397974 255085
1782231,2719617 771416 2752423 1321367 1516336
1782613,2719617 139004 771416 1516336 1413540
1783253,1671118 1978534 1785216 2223192 1520888
1783758,2719617 1088987 1571702 2406712 2256942
1784310,1189146 209611 810648 1289213 1472851
1784586,139004 2752423 1521930 1596124 1725193
1784693,1053452 2778525 1244196 1386412 657183
1785449,1447302 139004 1014523 391954 2828750
1786561,389334 594119 538944 306724 2659160
1786627,459760 2407273 1246890 793921 1687096
1786709,1016436 2719617 1382937 771416 440569
1786985,1155556 1088987 2406712 144119 731325
1787001,1864789 254048 1870464 57460 1981831
1787012,1053452 2778525 1244196 1386412 657183
1787035,882543 139004 2774733 440569 1413540
1787363,650422 290298 955230 57235 855001
1787498,1053452 2778525 1244196 1386412 657183
1787662,940554 1294034 841721 81412 1124940
1787677,2759350 2719617 2556695 2518350 306724
1788123,2698468 882543 139004 2774733 1423037
1788649,882543 2391945 912679 2518350 306724
1789093,830073 2719617 2143484 1749097 2621946
1789148,882543 952102 2044303 238571 1615362
1789179,882543 1016436 139004 1382937 2774733
1789212,2759789 2382710 398211 2524643 2438615
1789323,1624781 952102 2713312 238571 2592829
1789661,1053452 2778525 1244196 1386412 657183
1789955,2090363 174892 1362357 2284421 1615362
1790707,882543 139004 2774733 478799 2146119
1790737,882543 2719617 139004 771416 440569
1790823,1819277 2779522 1587872 101403 306724
1791026,2719617 2621946 440569 109031 1516336
1791085,2083881 632512 1320279 81564 2291597
1791168,882543 2719617 771416 1516336 841721
1791506,652373 1023081 1898571 2424679 2337997
1791914,2564608 2099273 2610801 1838908 1739585
1792433,1088987 2406712 1671267 144119 64039
1792702,1551285 1289358 730809 343292 36674
1792735,1053452 2778525 1244196 1386412 657183
1792854,569568 1355739 1978534 1027027 2768923
1793160,1053452 2778525 1244196 1386412 657183
1793466,712209 275929 255085 397974 2776360
1793580,594119 538944 306724 2659160 1669272
1793887,1053452 2778525 1244196 1386412 657183
1794535,1695195 2813646 934577 2342153 1757829
1794619,1894983 254048 57460 1183246 306192
1794945,1624781 952102 984114 139004 988140
1795027,1189146 2719617 2253107 2146119 440569
1795060,1053452 2778525 1244196 1386412 657183
1795361,1053452 2778525 1244196 1386412 657183
1795737,882543 1016436 1382937 139004 2306574
1795876,2719617 1088987 2406712 144119 1516336
1795894,1053452 2778525 1244196 1386412 657183
1795901,58071 771416 2265526 2229274 841721
1796168,2021532 1706918 2306574 712209 275929
1796639,1053452 2778525 1244196 1386412 657183
1796658,1189146 2253107 370820 2821965 1001291
1797333,2415538 2103981 1056502 2622613 1322055
1798205,215982 1076904 139004 2014172 2306574
1798933,882543 2716452 862371 2051097 1615362
1799381,2719617 771416 2774733 1516336 841721
1799456,882543 952102 984114 988140 2592829
1799576,2257874 675129 1516336 475192 370820
1799678,1189146 2253107 1978534 162252 370820
1799949,1053452 2778525 1244196 1386412 657183
1800075,1624781 2044303 782713 2592829 238571
1800142,420416 2300127 505407 775484 2128013
1800223,1953846 1086695 870209 2739609 2771916
1800455,1724738 934469 710727 868249 830372
1800752,109031 1218780 1213969 370820 2767091
1800796,2205047 1455644 2470865 2166540 2498458
1801844,882543 35677 2719617 2752423 478799
1802317,78338 1194436 990877 2332355 1531858
1802472,2782162 2409634 456839 746757 345338
1802591,1053452 2778525 1244196 1386412 657183
1803047,1249278 2778662 162451 1065475 2283530
1803391,882543 1078888 2716452 440569 1516336
1803651,1978534 1321367 479595 2270687 2721098
1803988,1624781 771416 1749097 841721 306724
1805153,1755502 2621946 570383 2069813 109031
1805238,1053452 2778525 1244196 1386412 657183
1805328,988140 2044303 782713 306724 1711686
1806064,882543 2719617 139004 2774733 2713312
1806176,882543 2719617 139004 2774733 1413540
1806376,2752423 804400 2388635 2272378 289599
1806502,882543 2719617 771416 1516336 841721
1806911,636889 1292626 2258544 2778442 1601704
1806927,1016436 1382937 1585842 2306574 2763004
1807097,801479 570383 2069813 1516336 370820
1807296,2061567 1163578 2483915 1669749 1784475
1807778,1138032 656507 2432149 1874092 147992
1807859,804400 503355 1187699 2602013 2420756
1808248,570383 2069813 109031 2768923 1213969
1808269,2417933 1018089 2634238 868249 2689330
1808859,109031 1213969 370820 306724 272736
1809112,1218572 1071532 747193 1355739 480007
1809389,1053452 2778525 1244196 1386412 657183
1809893,2639071 1081513 1490822 1543175 2152046
1810330,1422357 467212 190851 2464726 1936328
1811005,882543 1129899 2275611 1615362 2048862
1811187,882543 1016436 2719617 1382937 139004
1811322,882543 984114 139004 134624 1413540
1811403,1016436 1382937 771416 2752423 2763004
1811431,636889 139004 190606 345338 102006
1811864,1189146 2253107 1978534 370820 2821965
1811898,139004 712209 275929 397974 255085
1812014,2257874 675129 2643193 1728410 1516336
1812086,1053452 2778525 1244196 1386412 657183
1812202,984114 2044303 2592829 2713312 548859
1812645,882543 2719617 139004 1413540 1516336
1812823,2156629 882543 960988 2271867 566081
1813415,882543 139004 2774733 2192333 440569
1813646,2643193 675129 1516336 475192 306724
1813669,882543 139004 771416 440569 841721
1813949,2719617 139004 771416 440569 1516336
1813976,2354859 378726 1920900 1432894 413794
1814093,882543 2719617 139004 2257874 190606
1814218,882543 2719617 139004 134624 2192333
1814460,2710106 1646883 2486236 453930 2577886
1814503,1053452 2778525 1244196 1386412 657183
1815277,882543 1624781 984114 2719617 782713
1816817,882543 2719617 139004 2774733 440569
1816994,1859233 1571702 808917 1768024 2579957
1817144,139004 771416 1516336 1952969 841721
1817224,2719617 1864789 478799 583822 2441818
1817321,882543 1624781 988140 2044303 782713
1817339,952102 2044303 2713312 2592829 238571
1817387,882543 1016436 139004 1382937 2752423
1817547,632512 215250 2014172 1413540 2249632
1817885,882543 139004 1321367 1516336 1413540
1817974,1053452 2778525 1244196 1386412 657183
1818147,2719617 771416 1516336 841721 306724
1818212,744945 311944 1575243 21504 2779857
1818296,1053452 2778525 1244196 1386412 657183
1818350,1053452 2778525 1244196 1386412 657183
1818562,238571 2192333 548859 1952969 306724
1818733,1053452 2778525 1244196 1386412 657183
1818870,1551285 1289358 1701416 1922189 2681849
1819088,139004 2470865 190606 275929 712209
1819362,2752423 1521930 1596124 2444587 2670034
1819421,2705759 1593289 1861093 2768923 446374
1819659,472594 139004 1751372 1014523 967970
1819692,1053452 2778525 1244196 1386412 657183
1820029,2621946 570383 109031 1218780 2082622
1820141,1289213 1472851 1981600 709713 1615362
1820458,882543 1078888 1321367 2716452 33197
1820531,920520 2710106 2142899 2707301 1615202
1821712,1053452 2778525 1244196 1386412 657183
1821725,1864789 1141074 1105532 1516336 1704842
1822586,771416 340121 2763004 261126 841721
1824058,2192333 238571 1952969 306724 1711686
1824391,882543 2752423 440569 2444587 1725193
1824613,2719617 1088987 771416 2406712 144119
1824666,882543 1016436 984114 2719617 1382937
1824747,1053452 2778525 1244196 1386412 657183
1824794,1982016 1604930 1671267 1290818 2229203
1825253,882543 139004 2774733 1413540 1516336
1825506,2358688 479595 677109 537970 378320
1825527,1967629 2498458 1891459 2556695 436974
1825611,2332355 261467 1116248 2229203 21333
1825771,75845 964435 55199 2822823 2129958
1825932,984114 2592829 306724 636467 1711686
1825994,882543 2719617 139004 2774733 134624
1826196,1386412 1422652 2039641 399214 290298
1826918,801479 2143484 570383 109031 370820
1827079,1053452 2778525 1244196 1386412 657183
1827234,1053452 2778525 1244196 1386412 657183
1827380,1072942 139004 1749097 2192333 306724
1827748,1053452 2778525 1244196 1386412 657183
1827812,139004 2306574 190606 712209 1413540
1828078,882543 1016436 2719617 139004 1382937
1828230,139004 2752423 275929 26304 1596124
1828768,144119 2158063 731325 2478900 1074368
1828845,2719617 771416 841721 306724 704201
1829072,1086695 134458 434042 2258544 2771916
1829222,882543 1016436 1382937 1078888 2716452
1829340,1053452 2778525 1244196 1386412 657183
1829517,1053452 2778525 1244196 1386412 657183
1829557,882543 2719617 139004 782713 2192333
1829645,882543 139004 771416 2774733 1413540
1830191,952102 988140 2044303 782713 2713312
1830379,1321367 2716452 455510 440569 1516336
1830658,1053452 2778525 1244196 1386412 657183
1831039,139004 2309062 794189 2065029 1638971
1831073,1057023 276561 1754849 27369 2245261
1831223,2623983 2402847 808689 2441818 615600
1831260,1053452 2778525 1244196 1386412 657183
1832198,882543 139004 1615362 1413540 1976901
1832889,2719617 139004 238571 2592829 2192333
1832980,493460 2417933 479595 2343444 1059396
1833682,1053452 2778525 1244196 1386412 657183
1834321,1053452 2778525 1244196 1386412 657183
1834702,1053452 2778525 1244196 1386412 657183
1834875,2250299 1034574 765477 2448269 2789271
1835359,2759350 771416 2306574 2556695 2589412
1835382,2719617 139004 988140 134624 2592829
1835576,1053452 2778525 1244196 1386412 657183
1835873,1053452 2778525 1244196 1386412 657183
1835913,650449 2680669 2617752 2408448 1772767
1836177,1422357 190851 2464726 1936328 1532373
1836982,984114 139004 988140 2044303 1749097
1837000,1053452 2778525 1244196 1386412 657183
1837692,636889 2302683 139004 2306574 102006
1837965,2069813 440569 109031 2366932 1461004
1837997,951143 778416 169068 1515106 1198305
1838018,389334 2645314 178239 594119 538944
1838092,952102 636889 1413540 1516336 370820
1838308,882543 1189146 2253107 2716452 440569
1838406,2719617 139004 771416 2752423 1516336
1838520,636889 139004 2258544 1413540 1516336
1838678,2506235 269926 1361956 828051 1022976
1838818,882543 2752423 688689 1521930 2444587
1838856,389334 2645314 178239 594119 538944
1839186,454934 380595 1211336 2801328 1096828
1839468,139004 1014523 190606 275929 255085
1840494,2719617 1088987 2406712 144119 2485928
1840786,882543 1843411 2246580 2284421 440569
1840978,882543 139004 771416 2774733 1413540
1841188,1854085 1301316 1575737 1025695 1203340
1841519,1053452 2778525 1244196 1386412 657183
1841690,2486236 453930 1124915 370820 2546067
1842243,1776930 470079 2086053 83465 1819277
1842308,882543 1189146 2253107 440569 1615362
1842623,350611 2209141 1749097 917243 770454
1842743,2313052 2774733 455510 934205 611771
1843468,952014 1682843 1919327 2556695 1014151
1843633,2759350 1749097 306724 636467 503772
1843854,2603862 880503 2784066 947360 1250267
1844195,882543 1269685 2716452 440569 1413540
1844461,882543 139004 771416 2306574 1413540
1844559,139004 1230659 190606 1480251 2716452
1844858,153323 256095 870143 1749097 1653439
1844971,109031 1213969 370820 306724 2767091
1845020,139004 190606 712209 275929 397974
1845077,1775397 1016436 1382937 2111288 2174644
1845464,2719617 771416 1516336 841721 306724
1845660,1053452 2778525 1244196 1386412 657183
1846330,2719617 1864789 2162032 1141074 1321367
1846376,744945 688689 311944 1615362 1976901
1846463,1053452 2778525 1244196 1386412 657183
1846612,882543 1382937 1615362 440569 1976901
1847332,882543 1315443 2779959 516263 2767539
1848587,2705759 771416 1861093 2778442 841721
1849141,139004 1413540 1952969 306724 1725193
1849212,882543 139004 2774733 397974 440569
1849563,1053452 2778525 1244196 1386412 657183
1849599,882543 2774733 1986324 2300127 2284421
1849789,1982016 2719617 1604930 1290818 2229203
1850172,882543 139004 988140 2044303 782713
1850193,599025 1078888 440569 33197 1262298
1850199,1526269 411796 954549 2293269 503772
1850473,1316860 2069896 201772 2420756 1725193
1850880,882543 1641398 1615362 1551883 1976901
1851355,1189146 2253107 440569 1615362 368471
1851730,1053452 2778525 1244196 1386412 657183
1851985,340121 1981600 709713 2121552 261126
1852235,882543 139004 771416 440569 841721
1852913,1165605 1129899 2371498 178401 2284421
1853379,2051097 242449 370820 306427 29457
1853759,882543 2719617 139004 771416 1516336
1854071,2719617 139004 1321367 1516336 1413540
1854301,2166540 1962549 881153 1764845 2332783
1854303,882543 952102 2044303 2592829 238571
1854712,882543 1016436 139004 1382937 2306574
1855214,1140869 1047027 2580699 1183246 285749
1855296,882543 2719617 139004 771416 841721
1856648,307099 2132793 907363 138419 1423751
1856819,2312162 1558489 1865850 404734 2180533
1856879,2423978 1750053 1492759 2528784 479595
1857887,782713 2592829 1952969 306724 636467
1858151,882543 952102 984114 2592829 1952969
1858175,1053452 2778525 1244196 1386412 657183
1858997,234084 2525722 1050614 98760 148839
1859337,444761 772782 2454622 2574307 2137747
1859527,2719617 2146119 2259652 2038259 2315271
1860573,549843 2117630 856444 2423973 1089692
1860751,882543 139004 2774733 1413540 306724
1861159,2774733 1238924 1725193 306724 2054114
1861350,882543 1686458 139004 2774733 440569
1861492,1088987 2406712 144119 64039 306724
1862222,2645314 2631964 2556695 306724 323833
1862674,1189146 1319362 2253107 275929 712209
1862878,882543 1016436 1382937 1078888 440569
1863479,2235265 1319362 653365 479595 1257913
1864258,478799 2631964 479595 2556695 2174040
1864263,665194 2309062 483871 1714427 2779857
1864634,636889 712209 255085 1413540 2768923
1864925,2719617 139004 771416 1516336 1413540
1864978,2719617 1328711 2256942 306724 1371807
1865037,2719617 139004 771416 1516336 841721
1865332,2719617 771416 1516336 841721 306724
1865824,2235265 1189146 2253107 2543737 1001291
1866723,139004 2686805 1014523 2556695 2518350
1866881,2234624 1878823 103175 1217849 2402847
1866992,1053452 2778525 1244196 1386412 657183
1867660,1189146 2253107 2366932 370820 1001291
1867798,882543 139004 2713312 2192333 1413540
1868408,882543 2705759 2719617 1861093 1615362
1868414,988140 2192333 2592829 2713312 1952969
1868655,870096 1983757 2423973 2616802 1321367
1868700,1053452 2778525 1244196 1386412 657183
1868803,139004 190606 1516336 1413540 306724
1868848,2239755 1533560 1334149 2152454 1717404
1869011,437245 1300183 1387396 1014523 684089
1869122,882543 139004 2155146 2752423 1321367
1869369,1615362 731325 2158063 2478900 1976901
1869614,1695195 1217083 1982510 781759 1652584
1870046,952102 984114 782713 2713312 134624
1870342,744945 1068933 966812 1725193 2819657
1870348,1165223 1749097 1319581 2629798 255085
1870722,988140 2592829 2713312 134624 548859
1870832,275929 712209 397974 255085 440569
1871572,2476293 400455 2567173 1025695 1724745
1871573,882543 2719617 139004 2752423 1516336
1871646,2643193 1728410 475192 906209 779229
1872093,1240553 1304752 295459 560665 2239082
1872343,801479 2621946 2366932 1213969 370820
1872769,2043929 1550643 2708595 2705351 310301
1872907,1269685 967161 2415538 2103981 1056502
1873287,2050227 2155146 614700 2628685 2063265
1873469,636889 2258544 1615362 1031373 1976901
1874051,952102 139004 2774733 548859 1413540
1874436,139004 771416 2752423 440569 841721
1874772,1053452 2778525 1244196 1386412 657183
1874792,2257874 2643193 675129 1728410 1516336
1874925,882543 139004 226544 562726 1413540
1875231,1728166 2415538 2103981 1056502 2622613
1875396,882543 139004 1413540 306724 1725193
1875523,882543 2719617 139004 771416 440569
